Result,FSP,FSW,SSP,SSW,ACE,DBF,WNR,UFE,NPA,NPW,ST1,Opp.FSW,Opp.SSP,Opp.SSW,Opp.ACE,Opp.DBF,Opp.WNR,Opp.UFE,Opp.NPA,Opp.NPW,Gender,Surface,Big Points,CLUTCH%
0,61,60,39,28,9,1,41,46,27,17,3,61,36,28,10,0,54,42,66,49,Men,Hard,19,0.736842096
1,64,61,36,28,10,0,54,42,66,49,6,60,39,28,9,1,41,46,27,17,Men,Hard,19,0.263157904
1,73,66,27,22,3,7,42,47,36,32,3,64,42,32,16,5,54,61,41,28,Men,Hard,17,0.411764711
0,58,64,42,32,16,5,54,61,41,28,6,66,27,22,3,7,42,47,36,32,Men,Hard,17,0.588235319
0,62,71,38,30,21,7,60,49,31,23,3,72,39,32,18,4,57,49,18,14,Men,Hard,5,0.600000024
1,61,72,39,32,18,4,57,49,18,14,6,71,38,30,21,7,60,49,31,23,Men,Hard,5,0.400000006
1,65,41,35,22,3,1,28,25,10,3,7,45,34,18,8,1,34,50,42,23,Men,Hard,16,0.3125
0,66,45,34,18,8,1,34,50,42,23,6,41,35,22,3,1,28,25,10,3,Men,Hard,16,0.6875
0,78,50,22,10,1,3,19,32,8,5,3,46,45,22,19,2,53,49,12,11,Men,Hard,21,0.571428597
1,55,46,45,22,19,2,53,49,12,11,6,50,22,10,1,3,19,32,8,5,Men,Hard,21,0.428571433
1,59,20,41,8,6,2,31,17,11,10,6,14,49,11,1,4,5,18,4,2,Women,Hard,10,0.5
0,51,14,49,11,1,4,5,18,4,2,2,20,41,8,6,2,31,17,11,10,Women,Hard,10,0.5
1,65,33,35,10,7,4,7,4,0,0,2,33,38,10,0,3,0,3,0,0,Women,Hard,17,0.470588237
0,62,33,38,10,0,3,0,3,0,0,6,33,35,10,7,4,7,4,0,0,Women,Hard,17,0.529411793
0,63,16,37,4,3,6,3,6,0,0,0,26,40,7,5,0,5,0,0,0,Women,Hard,16,0.5625
1,60,26,40,7,5,0,5,0,0,0,6,16,37,4,3,6,3,6,0,0,Women,Hard,16,0.4375
0,61,41,39,19,8,3,27,45,13,10,5,43,32,10,6,2,37,44,8,5,Women,Hard,20,0.600000024
1,68,43,32,10,6,2,37,44,8,5,7,41,39,19,8,3,27,45,13,10,Women,Hard,20,0.400000006
1,65,28,35,11,6,1,19,18,10,7,6,18,50,7,1,5,27,27,15,10,Women,Hard,24,0.708333313
0,50,18,50,7,1,5,27,27,15,10,3,28,35,11,6,1,19,18,10,7,Women,Hard,24,0.291666657
1,62,28,38,12,5,0,30,21,7,4,6,18,50,14,3,2,11,23,6,6,Women,Hard,8,0.75
0,50,18,50,14,3,2,11,23,6,6,3,28,38,12,5,0,30,21,7,4,Women,Hard,8,0.25
1,67,18,33,8,0,0,8,10,3,3,6,8,50,4,2,6,7,34,7,3,Women,Hard,13,0.615384638
0,50,8,50,4,2,6,7,34,7,3,0,18,33,8,0,0,8,10,3,3,Women,Hard,13,0.384615391
0,61,15,39,11,2,4,23,35,16,10,4,24,40,9,3,4,14,22,6,4,Women,Hard,20,0.349999994
1,60,24,40,9,3,4,14,22,6,4,6,15,39,11,2,4,23,35,16,10,Women,Hard,20,0.649999976
0,66,23,34,7,3,3,20,28,12,7,4,26,32,10,0,2,26,25,2,1,Women,Hard,17,0.294117659
1,68,26,32,10,0,2,26,25,2,1,6,23,34,7,3,3,20,28,12,7,Women,Hard,17,0.70588237
0,71,48,29,14,0,1,0,1,0,0,2,45,48,30,11,4,11,4,0,0,Women,Hard,22,0.318181813
1,52,45,48,30,11,4,11,4,0,0,6,48,29,14,0,1,0,1,0,0,Women,Hard,22,0.681818187
1,66,22,34,13,0,0,10,19,2,1,6,22,35,9,2,4,14,43,8,5,Women,Hard,11,0.454545468
0,65,22,35,9,2,4,14,43,8,5,2,22,34,13,0,0,10,19,2,1,Women,Hard,11,0.545454562
0,57,14,43,5,2,5,12,32,10,6,3,18,43,11,7,2,14,4,4,2,Women,Hard,6,0.166666672
1,57,18,43,11,7,2,14,4,4,2,6,14,43,5,2,5,12,32,10,6,Women,Hard,6,0.833333313
1,64,30,36,16,1,4,1,4,0,0,7,21,43,12,1,6,1,6,0,0,Women,Hard,18,0.555555582
0,57,21,43,12,1,6,1,6,0,0,5,30,36,16,1,4,1,4,0,0,Women,Hard,18,0.444444448
0,54,32,46,15,5,4,22,40,6,4,6,39,42,18,7,9,21,41,11,8,Women,Hard,10,0.300000012
1,58,39,42,18,7,9,21,41,11,8,7,32,46,15,5,4,22,40,6,4,Women,Hard,10,0.699999988
0,51,14,49,12,0,3,8,36,11,5,3,23,39,7,0,0,15,23,12,7,Women,Hard,12,0.333333343
1,61,23,39,7,0,0,15,23,12,7,6,14,49,12,0,3,8,36,11,5,Women,Hard,12,0.666666687
1,50,20,50,15,4,2,39,36,10,7,6,21,23,5,1,0,6,11,4,4,Women,Hard,14,0.571428597
0,77,21,23,5,1,0,6,11,4,4,3,20,50,15,4,2,39,36,10,7,Women,Hard,14,0.428571433
1,76,24,24,7,3,0,20,18,19,13,6,13,50,9,0,5,7,25,6,3,Women,Hard,13,0.461538464
0,50,13,50,9,0,5,7,25,6,3,2,24,24,7,3,0,20,18,19,13,Women,Hard,13,0.538461566
1,53,25,47,15,5,5,27,44,14,7,6,31,29,10,1,4,29,47,17,9,Women,Hard,33,0.454545468
0,71,31,29,10,1,4,29,47,17,9,4,25,47,15,5,5,27,44,14,7,Women,Hard,33,0.545454562
0,47,17,53,9,1,2,1,2,0,0,3,23,46,12,9,4,9,4,0,0,Women,Hard,12,0.25
1,54,23,46,12,9,4,9,4,0,0,6,17,53,9,1,2,1,2,0,0,Women,Hard,12,0.75
0,61,35,39,20,6,3,6,3,0,0,5,37,41,21,3,4,3,4,0,0,Women,Hard,15,0.400000006
1,59,37,41,21,3,4,3,4,0,0,7,35,39,20,6,3,6,3,0,0,Women,Hard,15,0.600000024
1,63,43,37,17,1,4,21,26,10,6,2,36,45,18,5,8,50,56,24,20,Women,Hard,26,0.538461566
0,55,36,45,18,5,8,50,56,24,20,6,43,37,17,1,4,21,26,10,6,Women,Hard,26,0.461538464
0,86,18,14,3,0,1,0,1,0,0,3,18,47,13,3,3,3,3,0,0,Women,Hard,11,0.272727281
1,53,18,47,13,3,3,3,3,0,0,6,18,14,3,0,1,0,1,0,0,Women,Hard,11,0.727272749
0,80,21,20,2,2,1,23,38,23,9,4,26,18,3,1,0,10,13,14,10,Women,Hard,17,0.352941185
1,82,26,18,3,1,0,10,13,14,10,6,21,20,2,2,1,23,38,23,9,Women,Hard,17,0.647058845
0,43,17,57,8,2,10,11,26,3,0,2,32,48,15,7,6,28,24,14,10,Women,Hard,15,0.266666681
1,52,32,48,15,7,6,28,24,14,10,6,17,57,8,2,10,11,26,3,0,Women,Hard,15,0.733333349
1,65,36,35,13,6,5,30,17,12,9,6,29,47,12,2,6,41,31,33,22,Women,Hard,18,0.611111104
0,53,29,47,12,2,6,41,31,33,22,3,36,35,13,6,5,30,17,12,9,Women,Hard,18,0.388888896
0,58,22,42,15,3,7,3,7,0,0,2,37,42,14,3,4,3,4,0,0,Women,Hard,16,0.5
1,58,37,42,14,3,4,3,4,0,0,6,22,42,15,3,7,3,7,0,0,Women,Hard,16,0.5
0,48,24,52,23,3,12,3,12,0,0,6,38,42,15,6,8,6,8,0,0,Women,Hard,22,0.227272734
1,58,38,42,15,6,8,6,8,0,0,7,24,52,23,3,12,3,12,0,0,Women,Hard,22,0.772727251
1,64,24,36,8,4,3,15,16,5,5,6,17,38,10,2,4,9,31,1,1,Women,Hard,8,0.5
0,62,17,38,10,2,4,9,31,1,1,2,24,36,8,4,3,15,16,5,5,Women,Hard,8,0.5
1,40,16,60,14,2,3,28,21,11,9,6,14,42,9,1,8,13,36,8,5,Women,Hard,20,0.400000006
0,58,14,42,9,1,8,13,36,8,5,0,16,60,14,2,3,28,21,11,9,Women,Hard,20,0.600000024
1,61,30,39,13,8,5,25,27,6,6,6,20,32,5,0,4,10,23,7,6,Women,Hard,13,0.846153855
0,68,20,32,5,0,4,10,23,7,6,2,30,39,13,8,5,25,27,6,6,Women,Hard,13,0.15384616
0,75,31,25,8,2,1,17,21,10,8,6,41,31,10,2,3,33,30,9,8,Women,Hard,12,0.416666657
1,69,41,31,10,2,3,33,30,9,8,7,31,25,8,2,1,17,21,10,8,Women,Hard,12,0.583333313
1,48,26,52,20,4,6,28,27,8,7,6,36,40,15,3,8,32,40,16,12,Women,Hard,28,0.464285702
0,60,36,40,15,3,8,32,40,16,12,2,26,52,20,4,6,28,27,8,7,Women,Hard,28,0.535714269
1,60,23,40,11,6,6,20,19,4,2,6,12,48,5,1,3,10,26,2,0,Women,Hard,16,0.75
0,52,12,48,5,1,3,10,26,2,0,1,23,40,11,6,6,20,19,4,2,Women,Hard,16,0.25
0,63,27,37,11,4,7,24,43,14,11,2,30,38,16,6,2,20,24,3,1,Women,Hard,13,0.230769232
1,62,30,38,16,6,2,20,24,3,1,6,27,37,11,4,7,24,43,14,11,Women,Hard,13,0.769230783
1,74,39,26,10,1,6,23,37,4,2,7,40,37,16,3,5,36,54,6,4,Women,Hard,26,0.461538464
0,63,40,37,16,3,5,36,54,6,4,5,39,26,10,1,6,23,37,4,2,Women,Hard,26,0.538461566
0,68,23,32,6,1,4,15,31,11,7,2,27,33,8,4,1,18,16,16,9,Women,Hard,11,0.363636374
1,67,27,33,8,4,1,18,16,16,9,6,23,32,6,1,4,15,31,11,7,Women,Hard,11,0.636363626
0,57,25,43,13,5,1,20,32,7,6,4,35,41,17,6,5,28,45,8,5,Women,Hard,20,0.25
1,59,35,41,17,6,5,28,45,8,5,6,25,43,13,5,1,20,32,7,6,Women,Hard,20,0.75
1,74,33,26,6,1,4,1,4,0,0,6,22,43,10,2,3,2,3,0,0,Women,Hard,12,0.75
0,57,22,43,10,2,3,2,3,0,0,2,33,26,6,1,4,1,4,0,0,Women,Hard,12,0.25
0,63,35,37,20,1,3,9,34,1,0,6,42,36,15,3,5,32,52,13,11,Women,Hard,18,0.5
1,64,42,36,15,3,5,32,52,13,11,2,35,37,20,1,3,9,34,1,0,Women,Hard,18,0.5
0,77,12,23,1,1,3,5,25,8,5,0,21,39,9,3,2,13,14,2,1,Women,Hard,11,0.363636374
1,61,21,39,9,3,2,13,14,2,1,6,12,23,1,1,3,5,25,8,5,Women,Hard,11,0.636363626
1,79,31,21,4,0,1,17,19,9,6,6,20,31,5,1,2,12,28,14,5,Women,Hard,7,0.714285731
0,69,20,31,5,1,2,12,28,14,5,3,31,21,4,0,1,17,19,9,6,Women,Hard,7,0.285714298
1,64,41,36,18,3,3,3,3,0,0,7,44,38,15,2,7,2,7,0,0,Women,Hard,20,0.5
0,62,44,38,15,2,7,2,7,0,0,5,41,36,18,3,3,3,3,0,0,Women,Hard,20,0.5
0,48,29,52,19,3,8,23,41,22,14,5,32,34,13,7,1,19,20,7,5,Women,Hard,13,0.769230783
1,66,32,34,13,7,1,19,20,7,5,7,29,52,19,3,8,23,41,22,14,Women,Hard,13,0.230769232
0,60,21,40,11,5,2,14,27,11,5,3,33,39,14,0,6,21,30,7,6,Women,Hard,13,0.384615391
1,61,33,39,14,0,6,21,30,7,6,6,21,40,11,5,2,14,27,11,5,Women,Hard,13,0.615384638
1,51,38,49,23,5,13,27,47,7,3,4,35,37,12,2,3,13,34,4,4,Women,Hard,19,0.473684222
0,63,35,37,12,2,3,13,34,4,4,6,38,49,23,5,13,27,47,7,3,Women,Hard,19,0.526315808
0,57,26,43,7,2,7,2,7,0,0,4,26,39,8,4,3,4,3,0,0,Women,Hard,13,0.538461566
1,61,26,39,8,4,3,4,3,0,0,6,26,43,7,2,7,2,7,0,0,Women,Hard,13,0.461538464
0,57,27,43,10,4,8,18,30,9,7,3,31,47,13,5,9,29,28,7,3,Women,Hard,14,0.428571433
1,53,31,47,13,5,9,29,28,7,3,6,27,43,10,4,8,18,30,9,7,Women,Hard,14,0.571428597
1,59,36,41,15,9,1,38,31,35,22,6,29,48,16,0,6,27,33,17,11,Women,Hard,19,0.631578922
0,52,29,48,16,0,6,27,33,17,11,0,36,41,15,9,1,38,31,35,22,Women,Hard,19,0.368421048
1,68,35,32,8,10,4,10,4,0,0,6,24,40,16,1,1,1,1,0,0,Women,Hard,17,0.470588237
0,60,24,40,16,1,1,1,1,0,0,0,35,32,8,10,4,10,4,0,0,Women,Hard,17,0.529411793
0,62,16,38,10,1,4,1,4,0,0,1,17,44,16,0,2,0,2,0,0,Women,Hard,14,0.357142866
1,56,17,44,16,0,2,0,2,0,0,6,16,38,10,1,4,1,4,0,0,Women,Hard,14,0.642857134
0,68,43,32,14,3,7,3,7,0,0,6,32,38,15,3,5,3,5,0,0,Women,Hard,16,0.6875
1,62,32,38,15,3,5,3,5,0,0,7,43,32,14,3,7,3,7,0,0,Women,Hard,16,0.3125
0,64,27,36,12,6,3,22,39,4,3,2,28,49,20,5,4,26,31,3,1,Women,Hard,21,0.476190478
1,51,28,49,20,5,4,26,31,3,1,6,27,36,12,6,3,22,39,4,3,Women,Hard,21,0.523809552
0,60,46,40,17,8,11,8,11,0,0,6,54,34,23,5,5,5,5,0,0,Women,Hard,38,0.342105269
1,66,54,34,23,5,5,5,5,0,0,4,46,40,17,8,11,8,11,0,0,Women,Hard,38,0.657894731
1,71,31,29,11,4,3,4,3,0,0,7,28,32,10,0,6,0,6,0,0,Women,Hard,12,0.416666657
0,68,28,32,10,0,6,0,6,0,0,5,31,29,11,4,3,4,3,0,0,Women,Hard,12,0.583333313
0,58,10,42,8,0,2,9,30,7,5,0,17,39,11,0,2,15,16,18,11,Women,Hard,14,0.5
1,61,17,39,11,0,2,15,16,18,11,6,10,42,8,0,2,9,30,7,5,Women,Hard,14,0.5
1,75,31,25,7,1,1,22,27,3,1,7,22,42,10,3,13,14,43,6,3,Women,Hard,18,0.444444448
0,58,22,42,10,3,13,14,43,6,3,6,31,25,7,1,1,22,27,3,1,Women,Hard,18,0.555555582
0,72,54,28,10,4,7,4,7,0,0,6,36,51,25,5,6,5,6,0,0,Women,Hard,12,0.5
1,49,36,51,25,5,6,5,6,0,0,3,54,28,10,4,7,4,7,0,0,Women,Hard,12,0.5
1,63,25,37,10,2,6,21,31,5,4,6,18,33,5,4,4,10,32,6,2,Women,Hard,21,0.523809552
0,67,18,33,5,4,4,10,32,6,2,3,25,37,10,2,6,21,31,5,4,Women,Hard,21,0.476190478
1,61,26,39,8,5,5,27,21,18,12,6,20,52,11,1,4,17,24,5,4,Women,Hard,16,0.4375
0,48,20,52,11,1,4,17,24,5,4,3,26,39,8,5,5,27,21,18,12,Women,Hard,16,0.5625
1,76,43,24,11,0,1,0,1,0,0,6,28,31,7,2,5,2,5,0,0,Women,Hard,25,0.639999986
0,69,28,31,7,2,5,2,5,0,0,7,43,24,11,0,1,0,1,0,0,Women,Hard,25,0.360000014
0,53,27,47,12,2,13,2,13,0,0,6,32,32,12,1,5,1,5,0,0,Women,Hard,18,0.555555582
1,68,32,32,12,1,5,1,5,0,0,7,27,47,12,2,13,2,13,0,0,Women,Hard,18,0.444444448
0,58,33,42,15,1,5,14,39,16,11,1,39,32,13,5,2,31,36,28,22,Women,Hard,21,0.619047642
1,68,39,32,13,5,2,31,36,28,22,6,33,42,15,1,5,14,39,16,11,Women,Hard,21,0.380952388
0,72,24,28,5,2,5,13,29,5,4,6,41,25,4,0,7,27,32,17,15,Women,Hard,15,0.200000003
1,75,41,25,4,0,7,27,32,17,15,7,24,28,5,2,5,13,29,5,4,Women,Hard,15,0.800000012
1,66,28,34,8,10,2,24,19,4,3,6,17,46,6,2,8,9,20,3,3,Women,Hard,8,0.625
0,54,17,46,6,2,8,9,20,3,3,1,28,34,8,10,2,24,19,4,3,Women,Hard,8,0.375
0,55,50,45,28,11,6,57,60,17,15,3,53,41,28,9,8,43,35,14,10,Women,Hard,23,0.347826093
1,59,53,41,28,9,8,43,35,14,10,6,50,45,28,11,6,57,60,17,15,Women,Hard,23,0.652173936
1,59,20,41,10,4,3,23,15,17,13,6,15,43,4,1,2,5,19,6,5,Women,Hard,14,0.428571433
0,57,15,43,4,1,2,5,19,6,5,2,20,41,10,4,3,23,15,17,13,Women,Hard,14,0.571428597
0,75,13,25,3,0,3,10,29,8,5,1,16,46,13,2,2,16,17,1,0,Women,Hard,10,0.300000012
1,54,16,46,13,2,2,16,17,1,0,6,13,25,3,0,3,10,29,8,5,Women,Hard,10,0.699999988
1,76,40,24,14,0,4,19,48,15,10,7,39,37,18,3,1,30,43,11,6,Women,Hard,26,0.576923072
0,63,39,37,18,3,1,30,43,11,6,6,40,24,14,0,4,19,48,15,10,Women,Hard,26,0.423076928
1,73,22,27,6,1,0,15,15,10,7,6,15,52,10,0,7,17,29,13,10,Women,Hard,20,0.300000012
0,48,15,52,10,0,7,17,29,13,10,3,22,27,6,1,0,15,15,10,7,Women,Hard,20,0.699999988
1,50,26,50,17,4,2,25,25,7,3,6,32,25,6,2,1,27,42,17,13,Women,Hard,19,0.578947365
0,75,32,25,6,2,1,27,42,17,13,2,26,50,17,4,2,25,25,7,3,Women,Hard,19,0.421052635
1,69,51,31,15,0,6,14,20,7,5,7,45,29,11,6,1,42,47,15,12,Women,Hard,20,0.649999976
0,71,45,29,11,6,1,42,47,15,12,5,51,31,15,0,6,14,20,7,5,Women,Hard,20,0.349999994
1,60,27,40,12,4,2,30,31,5,2,6,21,46,8,2,5,12,19,4,3,Women,Hard,9,0.555555582
0,54,21,46,8,2,5,12,19,4,3,0,27,40,12,4,2,30,31,5,2,Women,Hard,9,0.444444448
0,44,33,56,26,9,9,9,9,0,0,7,47,38,20,6,7,6,7,0,0,Women,Hard,19,0.473684222
1,62,47,38,20,6,7,6,7,0,0,6,33,56,26,9,9,9,9,0,0,Women,Hard,19,0.526315808
1,56,26,44,14,4,6,18,28,14,9,6,22,26,10,0,2,18,40,7,3,Women,Hard,17,0.411764711
0,74,22,26,10,0,2,18,40,7,3,2,26,44,14,4,6,18,28,14,9,Women,Hard,17,0.588235319
1,66,35,34,9,0,6,8,18,16,12,2,23,47,14,10,6,43,56,34,19,Women,Hard,20,0.400000006
0,53,23,47,14,10,6,43,56,34,19,6,35,34,9,0,6,8,18,16,12,Women,Hard,20,0.600000024
1,59,24,41,11,3,1,22,10,4,3,6,25,37,8,4,2,23,24,17,11,Women,Hard,15,0.333333343
0,63,25,37,8,4,2,23,24,17,11,4,24,41,11,3,1,22,10,4,3,Women,Hard,15,0.666666687
0,63,13,37,6,3,3,14,30,7,3,1,27,22,6,4,2,15,8,3,2,Women,Hard,12,0.416666657
1,78,27,22,6,4,2,15,8,3,2,6,13,37,6,3,3,14,30,7,3,Women,Hard,12,0.583333313
1,45,22,55,18,9,0,21,14,4,4,6,21,55,16,5,6,19,38,16,11,Women,Hard,6,0.333333343
0,45,21,55,16,5,6,19,38,16,11,3,22,55,18,9,0,21,14,4,4,Women,Hard,6,0.666666687
1,63,44,37,18,3,6,25,33,20,11,4,38,42,13,4,8,37,39,8,7,Women,Hard,12,0.666666687
0,58,38,42,13,4,8,37,39,8,7,6,44,37,18,3,6,25,33,20,11,Women,Hard,12,0.333333343
1,59,19,41,7,9,4,25,14,1,0,6,8,43,5,1,3,7,18,2,1,Women,Hard,7,0.857142866
0,57,8,43,5,1,3,7,18,2,1,2,19,41,7,9,4,25,14,1,0,Women,Hard,7,0.142857149
1,66,26,34,15,0,2,8,26,10,5,6,16,48,8,4,1,13,38,11,7,Women,Hard,9,0.777777791
0,52,16,48,8,4,1,13,38,11,7,4,26,34,15,0,2,8,26,10,5,Women,Hard,9,0.222222224
0,50,15,50,8,2,5,15,27,4,3,4,27,30,10,1,1,27,15,2,2,Women,Hard,15,0.06666667
1,70,27,30,10,1,1,27,15,2,2,6,15,50,8,2,5,15,27,4,3,Women,Hard,15,0.933333337
0,63,34,37,10,1,4,23,47,10,9,6,29,42,16,0,3,10,19,2,1,Women,Hard,17,0.647058845
1,58,29,42,16,0,3,10,19,2,1,4,34,37,10,1,4,23,47,10,9,Women,Hard,17,0.352941185
1,73,57,27,17,0,5,19,30,19,14,7,40,45,23,3,13,50,67,39,25,Women,Hard,27,0.592592597
0,55,40,45,23,3,13,50,67,39,25,6,57,27,17,0,5,19,30,19,14,Women,Hard,27,0.407407403
0,42,11,58,1,3,1,12,22,3,2,0,21,32,8,0,2,17,13,5,4,Women,Hard,14,0.285714298
1,68,21,32,8,0,2,17,13,5,4,6,11,58,1,3,1,12,22,3,2,Women,Hard,14,0.714285731
1,59,39,41,17,1,9,5,29,6,2,6,31,44,20,0,12,28,73,33,19,Women,Hard,25,0.519999981
0,56,31,44,20,0,12,28,73,33,19,3,39,41,17,1,9,5,29,6,2,Women,Hard,25,0.479999989
1,53,40,47,23,3,9,20,55,7,6,3,44,40,23,2,12,34,67,6,6,Women,Hard,29,0.655172408
0,60,44,40,23,2,12,34,67,6,6,6,40,47,23,3,9,20,55,7,6,Women,Hard,29,0.344827592
1,66,28,34,8,1,1,18,13,14,11,6,20,30,6,0,1,18,26,18,13,Women,Hard,10,0.600000024
0,70,20,30,6,0,1,18,26,18,13,0,28,34,8,1,1,18,13,14,11,Women,Hard,10,0.400000006
0,55,21,45,11,2,3,2,3,0,0,2,24,33,8,5,1,5,1,0,0,Women,Hard,9,0.555555582
1,67,24,33,8,5,1,5,1,0,0,6,21,45,11,2,3,2,3,0,0,Women,Hard,9,0.444444448
1,56,23,44,11,6,6,24,33,9,4,6,15,41,7,1,5,6,20,2,0,Women,Hard,15,0.666666687
0,59,15,41,7,1,5,6,20,2,0,3,23,44,11,6,6,24,33,9,4,Women,Hard,15,0.333333343
0,53,22,47,12,3,3,17,37,2,2,0,30,26,8,2,3,15,29,15,11,Women,Hard,18,0.555555582
1,74,30,26,8,2,3,15,29,15,11,6,22,47,12,3,3,17,37,2,2,Women,Hard,18,0.444444448
1,71,39,29,14,3,3,25,36,13,10,3,35,46,22,3,6,25,44,16,8,Women,Hard,16,0.5
0,54,35,46,22,3,6,25,44,16,8,6,39,29,14,3,3,25,36,13,10,Women,Hard,16,0.5
0,61,26,39,14,5,2,22,36,10,8,4,26,47,15,7,3,19,24,11,8,Women,Hard,13,0.461538464
1,53,26,47,15,7,3,19,24,11,8,6,26,39,14,5,2,22,36,10,8,Women,Hard,13,0.538461566
0,69,30,31,14,0,1,32,50,9,7,6,38,33,5,0,5,18,34,12,9,Women,Hard,24,0.541666687
1,67,38,33,5,0,5,18,34,12,9,3,30,31,14,0,1,32,50,9,7,Women,Hard,24,0.458333343
0,55,13,45,9,1,2,17,30,27,17,1,34,15,6,0,1,15,18,19,10,Women,Hard,19,0.421052635
1,85,34,15,6,0,1,15,18,19,10,6,13,45,9,1,2,17,30,27,17,Women,Hard,19,0.578947365
1,48,20,52,15,10,2,25,21,12,4,6,15,46,12,2,2,10,19,3,1,Women,Hard,13,0.692307711
0,54,15,46,12,2,2,10,19,3,1,3,20,52,15,10,2,25,21,12,4,Women,Hard,13,0.307692319
0,68,42,32,22,3,2,21,30,16,11,7,47,42,23,6,3,46,40,23,16,Women,Hard,13,0.461538464
1,58,47,42,23,6,3,46,40,23,16,6,42,32,22,3,2,21,30,16,11,Women,Hard,13,0.538461566
0,64,18,36,11,0,5,15,28,4,2,2,20,42,14,1,3,14,16,4,3,Women,Hard,13,0.538461566
1,58,20,42,14,1,3,14,16,4,3,6,18,36,11,0,5,15,28,4,2,Women,Hard,13,0.461538464
1,61,23,39,10,4,2,18,23,5,3,6,24,23,3,0,1,7,31,4,3,Women,Hard,11,0.636363626
0,77,24,23,3,0,1,7,31,4,3,2,23,39,10,4,2,18,23,5,3,Women,Hard,11,0.363636374
1,60,43,40,18,5,6,17,50,9,8,1,33,41,17,2,7,21,43,6,5,Women,Hard,26,0.538461566
0,59,33,41,17,2,7,21,43,6,5,6,43,40,18,5,6,17,50,9,8,Women,Hard,26,0.461538464
1,56,17,44,13,2,1,17,35,10,9,6,23,30,8,1,3,9,34,11,4,Women,Hard,13,0.461538464
0,70,23,30,8,1,3,9,34,11,4,4,17,44,13,2,1,17,35,10,9,Women,Hard,13,0.538461566
1,63,21,37,6,4,4,21,16,9,6,6,16,38,8,0,6,18,29,23,8,Women,Hard,18,0.444444448
0,62,16,38,8,0,6,18,29,23,8,3,21,37,6,4,4,21,16,9,6,Women,Hard,18,0.555555582
1,44,17,56,15,3,4,14,10,5,3,6,22,40,13,4,6,22,45,10,6,Women,Hard,19,0.421052635
0,60,22,40,13,4,6,22,45,10,6,1,17,56,15,3,4,14,10,5,3,Women,Hard,19,0.578947365
1,62,23,38,13,1,3,12,33,10,5,6,25,14,5,0,2,19,43,18,13,Women,Hard,16,0.5625
0,86,25,14,5,0,2,19,43,18,13,4,23,38,13,1,3,12,33,10,5,Women,Hard,16,0.4375
0,61,16,39,7,0,3,9,32,9,7,1,18,48,13,1,3,18,20,6,3,Women,Hard,10,0.200000003
1,52,18,48,13,1,3,18,20,6,3,6,16,39,7,0,3,9,32,9,7,Women,Hard,10,0.800000012
0,65,12,35,4,0,0,2,23,3,0,1,21,31,8,1,1,20,20,9,7,Women,Hard,10,0.400000006
1,69,21,31,8,1,1,20,20,9,7,6,12,35,4,0,0,2,23,3,0,Women,Hard,10,0.600000024
0,65,24,35,9,0,5,11,23,12,7,1,23,50,16,0,8,35,35,13,12,Women,Hard,20,0.600000024
1,50,23,50,16,0,8,35,35,13,12,6,24,35,9,0,5,11,23,12,7,Women,Hard,20,0.400000006
1,65,36,35,16,5,2,25,19,20,13,5,29,41,17,0,7,39,49,21,12,Women,Hard,14,0.571428597
0,59,29,41,17,0,7,39,49,21,12,7,36,35,16,5,2,25,19,20,13,Women,Hard,14,0.428571433
1,64,37,36,16,5,7,33,56,17,12,4,39,33,12,2,6,17,37,13,9,Women,Hard,26,0.692307711
0,67,39,33,12,2,6,17,37,13,9,6,37,36,16,5,7,33,56,17,12,Women,Hard,26,0.307692319
1,69,31,31,10,1,0,24,32,13,10,7,23,43,15,0,4,12,27,17,9,Women,Hard,12,0.416666657
0,57,23,43,15,0,4,12,27,17,9,5,31,31,10,1,0,24,32,13,10,Women,Hard,12,0.583333313
0,70,8,30,4,0,5,5,18,3,3,1,20,26,5,0,2,20,13,17,14,Women,Hard,16,0.5
1,74,20,26,5,0,2,20,13,17,14,6,8,30,4,0,5,5,18,3,3,Women,Hard,16,0.5
0,66,43,34,13,13,4,22,31,15,10,6,31,47,21,1,2,33,27,13,10,Women,Hard,17,0.70588237
1,53,31,47,21,1,2,33,27,13,10,4,43,34,13,13,4,22,31,15,10,Women,Hard,17,0.294117659
0,61,33,39,14,0,3,11,47,9,5,7,37,35,16,6,1,29,28,12,10,Women,Hard,13,0.461538464
1,65,37,35,16,6,1,29,28,12,10,6,33,39,14,0,3,11,47,9,5,Women,Hard,13,0.538461566
1,80,26,20,4,1,1,18,14,14,8,6,14,36,3,0,1,4,11,4,3,Women,Hard,11,0.818181813
0,64,14,36,3,0,1,4,11,4,3,2,26,20,4,1,1,18,14,14,8,Women,Hard,11,0.181818187
0,64,35,36,10,1,4,25,35,13,5,1,33,40,12,8,2,43,37,27,17,Women,Hard,24,0.625
1,60,33,40,12,8,2,43,37,27,17,6,35,36,10,1,4,25,35,13,5,Women,Hard,24,0.375
0,67,32,33,11,2,2,23,43,30,20,4,26,36,14,0,4,22,28,4,4,Women,Hard,21,0.523809552
1,64,26,36,14,0,4,22,28,4,4,6,32,33,11,2,2,23,43,30,20,Women,Hard,21,0.476190478
1,69,27,31,13,1,5,16,28,2,2,3,31,34,12,3,8,27,45,10,8,Women,Hard,24,0.5
0,66,31,34,12,3,8,27,45,10,8,6,27,31,13,1,5,16,28,2,2,Women,Hard,24,0.5
